alpha,beta,w_dis,w_dir,w_reg,fold_id,heldout_group,train_anchor_label,test_labels,seed,E_distance_stress,E_direction_vr,RMSE_anchor_km,wrong_dir_count,last_raw_stress_trace
-1.0,2.0,1.0,0.1,100.0,1,1,鄯善,龜茲|車師前,1,0.28922874119020336,0.20754716981132076,583.3104038266653,11.0,736.7864041450845
-0.5,-1.0,1.0,0.31622776601683794,0.1,0,0,龜茲,鄯善|于闐,0,0.0047722452161470235,0.5094339622641509,949.1267782567666,27.0,25.11306972463039
-0.5,-1.0,1.0,0.31622776601683794,0.1,0,0,龜茲,鄯善|于闐,1,0.0047620914672773995,0.5094339622641509,970.557830399679,27.0,25.12527116232541
-0.5,-1.0,1.0,0.31622776601683794,0.1,1,1,鄯善,龜茲|車師前,0,0.004739432939325616,0.37735849056603776,851.9777796232852,20.0,25.063279592026156
-0.5,-1.0,1.0,0.31622776601683794,0.1,1,1,鄯善,龜茲|車師前,1,0.004743306353908235,0.7169811320754716,964.691864764245,38.0,25.144715536569144
-0.5,-0.5,1.0,0.31622776601683794,0.31622776601683794,0,0,龜茲,鄯善|于闐,0,0.005241796375131004,0.41509433962264153,966.232099815812,22.0,25.806522973748613
-0.5,-0.5,1.0,0.31622776601683794,0.31622776601683794,0,0,龜茲,鄯善|于闐,1,0.005369462713055569,0.4528301886792453,1034.6789642617994,24.0,25.716920615086025
-0.5,-0.5,1.0,0.31622776601683794,0.31622776601683794,1,1,鄯善,龜茲|車師前,0,0.005358573352478672,0.39622641509433965,869.7430445673594,21.0,25.454827020445464
-0.5,-0.5,1.0,0.31622776601683794,0.31622776601683794,1,1,鄯善,龜茲|車師前,1,0.005403916943508551,0.7924528301886793,943.8609973785359,42.0,25.909412618343598
-0.5,0.0,1.0,0.31622776601683794,1.0,0,0,龜茲,鄯善|于闐,0,0.008822446227489669,0.4528301886792453,1025.8540833191332,24.0,28.120285846274378
-0.5,0.0,1.0,0.31622776601683794,1.0,0,0,龜茲,鄯善|于闐,1,0.008856960645613877,0.33962264150943394,1090.539049525202,18.0,28.69263471259508
-0.5,0.0,1.0,0.31622776601683794,1.0,1,1,鄯善,龜茲|車師前,0,0.009205487640800567,0.37735849056603776,869.6296122135581,20.0,28.23248476117521
